Date,Time,"Core 0 Clock [MHz]","Core 1 Clock [MHz]","Core 2 Clock [MHz]","Core 3 Clock [MHz]","Core 4 Clock [MHz]","Core 5 Clock [MHz]","Bus Clock [MHz]","Ring/LLC Clock [MHz]","System Agent Clock [MHz]","Core 0 T0 Effective Clock [MHz]","Core 0 T1 Effective Clock [MHz]","Core 1 T0 Effective Clock [MHz]","Core 1 T1 Effective Clock [MHz]","Core 2 T0 Effective Clock [MHz]","Core 2 T1 Effective Clock [MHz]","Core 3 T0 Effective Clock [MHz]","Core 3 T1 Effective Clock [MHz]","Core 4 T0 Effective Clock [MHz]","Core 4 T1 Effective Clock [MHz]","Core 5 T0 Effective Clock [MHz]","Core 5 T1 Effective Clock [MHz]","Average Effective Clock [MHz]","Core 0 T0 Usage [%]","Core 0 T1 Usage [%]","Core 1 T0 Usage [%]","Core 1 T1 Usage [%]","Core 2 T0 Usage [%]","Core 2 T1 Usage [%]","Core 3 T0 Usage [%]","Core 3 T1 Usage [%]","Core 4 T0 Usage [%]","Core 4 T1 Usage [%]","Core 5 T0 Usage [%]","Core 5 T1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core 0 [°C]","Core 1 [°C]","Core 2 [°C]","Core 3 [°C]","Core 4 [°C]","Core 5 [°C]","Core 0 Distance to TjMAX [°C]","Core 1 Distance to TjMAX [°C]","Core 2 Distance to TjMAX [°C]","Core 3 Distance to TjMAX [°C]","Core 4 Distance to TjMAX [°C]","Core 5 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","Motherboard [°C]","CPU [°C]","Auxiliary [°C]","AUXTIN1 [°C]","AUXTIN2 [°C]","AUXTIN3 [°C]","CPU (PECI) [°C]","CPU1 [RPM]","Chassis2 [RPM]","PCH Temperature [°C]","Drive Temperature [°C]","Drive Airflow Temperature [°C]","Drive Temperature [°C]","Drive Temperature [°C]","Drive Temperature [°C]","GPU Temperature [°C]","GPU Fan [RPM]",
24.9.2021,15:7:54.145,3999.0,3999.0,3999.0,3999.0,3999.0,3999.0,100.0,3699.1,799.8,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,61,60,57,57,54,54,39,40,43,43,46,46,61,61,61,61,37,39.0,39.0,23.0,94.0,14.0,12.0,60.0,1101,1800,56.0,43,43,37,43,44,57,1493,
24.9.2021,15:7:58.307,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,61,60,58,57,51,54,39,40,42,43,49,46,61,61,61,61,37,39.0,39.0,23.0,94.0,14.0,12.0,60.0,1021,1800,56.0,43,43,37,43,44,57,1494,
24.9.2021,15:8:2.534,3998.0,3998.0,3998.0,3998.0,3998.0,3998.0,100.0,3698.2,799.6,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,57,60,57,57,55,54,43,40,43,43,45,46,61,60,61,61,37,39.0,40.0,23.0,94.0,14.0,12.0,60.0,1037,1800,55.0,43,43,37,43,44,57,1493,
24.9.2021,15:8:6.636,3999.0,3999.0,3999.0,3999.0,3999.0,3999.0,100.0,3699.1,799.8,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,60,57,57,55,55,38,40,43,43,45,45,62,62,62,62,37,39.0,40.0,23.0,94.0,14.0,12.0,61.0,1112,1790,57.0,43,43,37,43,44,57,1492,
24.9.2021,15:8:10.706,3999.0,3999.0,3999.0,3999.0,3999.0,3999.0,100.0,3699.1,799.8,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60,60,57,57,54,54,40,40,43,43,46,46,60,60,62,62,37,39.0,40.0,23.0,94.0,14.0,12.0,61.0,1113,1802,56.0,43,43,37,43,45,57,1493,
24.9.2021,15:8:14.794,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,61,57,57,55,54,38,39,43,43,45,46,62,62,62,62,37,39.0,40.0,23.0,94.0,14.0,12.0,61.0,1100,1790,55.0,43,43,37,43,44,57,1493,
24.9.2021,15:8:18.912,3999.0,3999.0,3999.0,3999.0,3999.0,3999.0,100.0,3699.1,799.8,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,59,61,58,58,55,54,41,39,42,42,45,46,61,61,61,61,38,39.0,40.0,23.0,94.0,14.0,12.0,61.0,1094,1812,56.0,43,43,37,43,44,57,1494,
24.9.2021,15:8:22.979,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,61,57,58,55,54,38,39,43,42,45,46,62,62,62,62,38,39.0,40.0,23.0,94.0,14.0,12.0,61.0,1099,1797,57.0,43,43,37,43,45,57,1494,
24.9.2021,15:8:27.086,3999.0,3999.0,3999.0,3999.0,3999.0,3999.0,100.0,3699.1,799.8,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,61,58,58,54,54,38,39,42,42,46,46,62,62,61,61,38,39.0,40.0,23.0,94.0,14.0,12.0,61.0,1102,1800,55.0,43,43,37,43,44,57,1494,
24.9.2021,15:8:31.324,4001.0,4001.0,4001.0,4001.0,4001.0,4001.0,100.0,3700.9,800.2,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,61,61,58,58,55,54,39,39,42,42,45,46,61,61,61,61,38,39.0,40.0,23.0,95.0,14.0,12.0,61.0,2051,1800,55.0,43,43,36,43,45,57,1494,
24.9.2021,15:8:35.430,3999.0,3999.0,3999.0,3999.0,3999.0,3999.0,100.0,3699.1,799.8,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,61,61,58,58,55,54,39,39,42,42,45,46,61,61,61,61,38,39.0,40.0,23.0,95.0,14.0,12.0,61.0,2136,1800,55.0,43,43,36,43,44,57,1495,
24.9.2021,15:8:39.521,4001.0,4001.0,4001.0,4001.0,4001.0,4001.0,100.0,3700.9,800.2,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,61,58,57,55,54,38,39,42,43,45,46,62,62,62,62,38,39.0,40.0,23.0,95.0,14.0,12.0,62.0,2132,1809,56.0,43,43,36,43,44,57,1495,
24.9.2021,15:8:43.545,4001.0,4001.0,4001.0,4001.0,4001.0,4001.0,100.0,3700.9,800.2,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,61,58,58,56,54,38,39,42,42,44,46,62,62,62,62,38,39.0,41.0,23.0,94.0,14.0,12.0,62.0,1030,1795,54.0,43,43,36,43,44,57,1495,
24.9.2021,15:8:47.576,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,61,57,59,56,54,38,39,43,41,44,46,62,62,62,62,38,39.0,41.0,23.0,94.0,14.0,12.0,61.0,1016,1795,54.0,43,43,36,43,44,57,1494,
24.9.2021,15:8:51.644,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,60,58,58,56,54,38,40,42,42,44,46,62,62,62,62,38,39.0,41.0,23.0,95.0,14.0,12.0,61.0,1031,1819,54.0,43,43,36,43,44,57,1494,
24.9.2021,15:8:55.756,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,61,58,58,56,55,38,39,42,42,44,45,62,62,62,62,38,39.0,41.0,23.0,95.0,14.0,12.0,61.0,1027,1807,55.0,43,43,36,43,45,57,1494,
24.9.2021,15:8:59.864,4001.0,4001.0,4001.0,4001.0,4001.0,4001.0,100.0,3700.9,800.2,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,61,57,58,55,55,38,39,43,42,45,45,62,62,62,62,38,39.0,41.0,23.0,95.0,14.0,12.0,61.0,1086,1800,55.0,43,43,36,43,44,57,1494,
24.9.2021,15:9:4.061,3999.0,3999.0,3999.0,3999.0,3999.0,3999.0,100.0,3699.1,799.8,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,61,57,58,51,54,38,39,43,42,49,46,62,62,62,62,38,39.0,41.0,23.0,95.0,14.0,12.0,61.0,1036,1797,55.0,43,43,36,43,44,57,1494,
24.9.2021,15:9:8.145,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,62,58,58,55,55,38,38,42,42,45,45,62,62,62,62,38,39.0,41.0,23.0,95.0,14.0,12.0,61.0,1037,1788,54.0,43,43,36,43,45,57,1493,
24.9.2021,15:9:12.280,3999.0,3999.0,3999.0,3999.0,3999.0,3999.0,100.0,3699.1,799.8,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63,62,58,58,54,55,37,38,42,42,46,45,63,63,62,62,38,39.0,41.0,23.0,95.0,14.0,12.0,61.0,1037,1802,55.0,43,43,36,43,45,57,1494,
24.9.2021,15:9:16.372,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63,62,57,58,56,54,37,38,43,42,44,46,63,63,63,63,38,39.0,41.0,23.0,95.0,14.0,12.0,62.0,715,1800,55.0,43,43,36,43,45,57,1494,
24.9.2021,15:9:20.441,4001.0,4001.0,4001.0,4001.0,4001.0,4001.0,100.0,3700.9,800.2,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63,61,58,58,56,54,37,39,42,42,44,46,63,63,63,63,38,39.0,41.0,23.0,95.0,14.0,12.0,62.0,1027,1812,55.0,43,43,36,43,45,57,1495,
24.9.2021,15:9:24.848,4001.0,4001.0,4001.0,4001.0,4001.0,4001.0,100.0,3700.9,800.2,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63,61,58,58,56,55,37,39,42,42,44,45,63,63,63,63,38,39.0,41.0,23.0,95.0,14.0,12.0,62.0,1086,1800,55.0,43,43,36,43,45,57,1495,
24.9.2021,15:9:29.034,3998.0,3998.0,3998.0,3998.0,3998.0,3998.0,100.0,3698.2,799.6,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63,61,55,58,55,54,37,39,45,42,45,46,63,63,63,63,37,39.0,41.0,23.0,95.0,14.0,12.0,61.0,1025,1807,55.0,43,43,36,43,45,57,1495,
24.9.2021,15:9:33.121,4001.0,4001.0,4001.0,4001.0,4001.0,4001.0,100.0,3700.9,800.2,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,61,58,58,55,54,38,39,42,42,45,46,62,62,62,62,38,39.0,41.0,23.0,95.0,14.0,12.0,62.0,1099,1804,54.0,43,43,36,43,45,57,1494,
24.9.2021,15:9:37.277,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63,61,58,57,56,55,37,39,42,43,44,45,63,63,62,62,38,39.0,41.0,23.0,95.0,14.0,12.0,62.0,1115,1802,55.0,43,43,36,43,45,57,1494,
24.9.2021,15:9:41.361,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,61,58,58,54,55,38,39,42,42,46,45,62,62,62,62,38,39.0,41.0,23.0,95.0,14.0,12.0,62.0,1059,1800,54.0,43,43,36,43,45,57,1494,
24.9.2021,15:9:45.417,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,61,58,58,56,54,38,39,42,42,44,46,62,62,63,63,38,39.0,41.0,23.0,95.0,14.0,12.0,62.0,1039,1795,55.0,43,43,36,43,45,57,1494,
24.9.2021,15:9:49.484,3998.0,3998.0,3998.0,3998.0,3998.0,3998.0,100.0,3698.2,799.6,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,62,58,58,56,55,38,38,42,42,44,45,62,62,62,62,38,39.0,41.0,23.0,95.0,14.0,12.0,62.0,1025,1785,55.0,43,43,36,43,45,57,1495,
24.9.2021,15:9:53.581,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,61,58,58,56,54,38,39,42,42,44,46,62,62,62,62,38,39.0,41.0,23.0,95.0,14.0,12.0,62.0,1033,1807,55.0,43,43,36,43,45,57,1496,
24.9.2021,15:9:57.679,3998.0,3998.0,3998.0,3998.0,3998.0,3998.0,100.0,3698.2,799.6,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,61,61,58,58,55,54,39,39,42,42,45,46,61,61,62,62,38,39.0,42.0,23.0,95.0,14.0,12.0,62.0,1111,1797,55.0,43,43,36,43,45,57,1496,
24.9.2021,15:10:1.881,4001.0,4001.0,4001.0,4001.0,4001.0,4001.0,100.0,3700.9,800.2,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,61,58,58,56,55,38,39,42,42,44,45,62,62,62,62,38,39.0,42.0,23.0,95.0,14.0,12.0,62.0,1031,1800,55.0,43,43,36,43,45,57,1496,
24.9.2021,15:10:6.423,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,3700.0,800.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,4000.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62,62,58,58,55,54,38,38,42,42,45,46,62,62,62,62,38,39.0,42.0,23.0,95.0,14.0,12.0,62.0,1106,1814,55.0,43,43,36,43,45,57,1495,
